Symptom_CUI	Symptom_Name	Alias	Definition	External_Ids
C0347944	Pelvis mass	Mass in pelvis|Mass of pelvic structure|Mass of pelvic structure (finding)|Mass of pelvis|PELVIC MASS|PELVIS MASS|Pelvic lump|Pelvic lump (finding)|Pelvic lump, NOS|Pelvic mass|Pelvic mass (disorder)|Pelvic mass (finding)|Pelvic mass, NOS|[D]Pelvic lump|[D]Pelvic lump (context-dependent category)|[D]Pelvic lump (situation)|[D]Pelvic mass|[D]Pelvic mass (context-dependent category)|[D]Pelvic mass (situation)|lump pelvic|lump; pelvic|lumps pelvic|mass of pelvic region|mass of pelvic region (physical finding)|mass pelvic|mass; pelvic|masses pelvic|masses pelvis|pelvic lump|pelvic mass|pelvis mass|pelvis; lump|pelvis; mass		SNOMEDCT_US_2016_09_01:158523004|SNOMEDCT_US_2016_09_01:158524005|SNOMEDCT_US_2016_09_01:207242005|SNOMEDCT_US_2016_09_01:207243000|SNOMEDCT_US_2016_09_01:274752008|SNOMEDCT_US_2016_09_01:274753003|SNOMEDCT_US_2016_09_01:74285003|SO:SYMP_0000772|SO:SYMP_0000773
C2129255	Midback pain worse when going from sitting to standing	midback pain worse when going from sitting to standing|midback pain worsens when going from sitting to standing|midback pain worsens when going from sitting to standing (symptom)		
C2129597	Left middle toe turns out	left middle toe turns out|left middle toe turns out (symptom)|the left middle toe turns out		
C0423617	Shooting headache	Shooting headache|Shooting headache (finding)		SNOMEDCT_US_2016_09_01:139581003|SNOMEDCT_US_2016_09_01:162309007
C2187510	Pain behind the left eye	pain behind the left eye|retro-orbital eye pain left|retro-orbital pain in left eye|retro-orbital pain in left eye (symptom)|retro-orbital pain in the left eye|retroorbital pain in left eye		
C2203646	Jaundice	jaundice|yellow skin or eyes|yellow skin or eyes (jaundice)|yellow skin or eyes (symptom)		SO:SYMP_0000539|CSSO:CSSO_000139
C2130159	Dorsal right hand pain over the web spaces	dorsal right hand pain over the web spaces|dorsal right hand pain over web spaces|dorsal right hand pain over web spaces (symptom)		
C2017357	Right knee soft tissue swelling with black and blue discoloration	right knee soft tissue swelling with black and blue discoloration|soft tissue swelling R knee with black & blue discoloration|soft tissue swelling of right knee with black and blue discoloration|soft tissue swelling of right knee with black and blue discoloration (symptom)		
C2107731	Consistent cold intolerance	cold intolerance|consistent cold intolerance|consistent cold intolerance (symptom)|temperature intolerance to cold (consistent)		
C2219954	Middle-night awakening and having a snack	middle-night awakening and having a snack|middle-night awakening having a snack|middle-night awakening having a snack (symptom)		
C2128481	Left ankle rolls in	left ankle rolls in|left ankle rolls in (symptom)|the left ankle rolls in		
C0232193	Pacemaker rhythm	Pacemaker rhythm|Rhythm from artificial pacing|Rhythm from artificial pacing (finding)|pacemaker rhythm|pacemaker rhythms		SNOMEDCT_US_2016_09_01:10370003
C2129511	Shoulder joint pain limits throwing	shoulder joint pain limits throwing|shoulder joint pain limits throwing (symptom)		
C1142357	Symptomatic hyperlactataemia	Symptomatic hyperlactataemia|Symptomatic hyperlactatemia		
C0241656	Vas deferens tenderness	VAS DEFERENS TENDERNESS|Vas deferens tender|Vas deferens tender (finding)		SNOMEDCT_US_2016_09_01:300507009
C1535547	(dyspepsia, indigestion nos) or (dyspepsia) or (hyperacidity)	(Dyspepsia, indigestion NOS) or (dyspepsia) or (hyperacidity)|(Dyspepsia, indigestion NOS) or (dyspepsia) or (hyperacidity) (disorder)		SNOMEDCT_US_2016_09_01:155722007|SNOMEDCT_US_2016_09_01:266505001
C0749872	Upper respiratory infection symptom	UPPER RESPIRATORY INFECTION SYMPTOM		
C0424518	Flushes - symptom	Flushes - symptom|Flushes/goes red|Flushes/goes red (& symptom)|Flushes/goes red (& symptom) (finding)|Flushes/goes red (finding)|Flushes: [/goes red] or [- symptom]|Flushes: [/goes red] or [- symptom] (finding)|Goes red - symptom		SNOMEDCT_US_2016_09_01:139119000|SNOMEDCT_US_2016_09_01:161863002|SNOMEDCT_US_2016_09_01:267159003|SNOMEDCT_US_2016_09_01:270474007
C0740389	Elbow swelling	ELBOW SWELLING|Swelling in the elbows|Swelling of elbows|Swollen elbows|elbow swelling|elbow swollen|elbows swelling|swelling elbow|swelling of elbow|swelling of elbow (physical finding)|swollen elbow|swollen elbows		OMIM2016_04_17:MTHU027316
C2017079	Pain on bottom of right forefoot	pain on bottom of right forefoot|plantar right forefoot pain|soft tissue pain on bottom of right forefoot|soft tissue pain on bottom of right forefoot (symptom)		
C0741451	Battle sign	BATTLE SIGN|Battle Sign|Battle's Sign|Battles Sign|Sign, Battle|Sign, Battle's|battle sign|battle signs|battle's sign|battles sign		MSH2017_2016_08_12:D020205
C2127658	Snapping sensation in both shoulders	snapping sensation in both shoulders|snapping sensation in both shoulders (symptom)		
C2203184	Wheezing related to body position	wheezing related to body position|wheezing related to body position (symptom)		
C2232709	Brown spots of gums	brown spots of gums|brown spots of gums (symptom)|brown spots on the gums		
C1389192	Autotoxemia	autotoxemia		
C2127597	Both ankles suddenly 'locked up'	both ankles suddenly 'locked up'|both ankles suddenly 'locked up' (symptom)		
C2219779	Left leg numbness	left leg numbness|numbness of left leg|numbness of left leg (symptom)		
C2053429	Periods require staying in bed	periods require staying in bed|periods require staying in bed (symptom)		
C2130128	Lower back pain unchanged when putting on both shoes	lower back pain unchanged when putting on both shoes|lower back pain unchanged when putting on both shoes (symptom)		
C2126209	Shoulder joint pain when passively moved	shoulder joint pain when passively moved|shoulder pain when passively moved|shoulder pain when passively moved (symptom)|shoulder pain with passive movement		
C2232784	Snapping sensation in subacromial region of right shoulder	snapping sensation in subacromial region of right shoulder|snapping sensation in subacromial region of right shoulder (symptom)|subacromial snapping sensation in the right shoulder		
C2108707	Pain in both ankles	pain in both ankles|pain in both ankles (symptom)		
C1527384	Involuntary quiver	Involuntary Quiver|Involuntary Quivers|Involuntary quiver|Quiver, Involuntary|Quivered|Quivering|Quivers, Involuntary		MSH2017_2016_08_12:D014202|SNOMEDCT_US_2016_09_01:26079004|CSSO:CSSO_000230
C4049382	Tingling throat	Tingling throat		
C0028259	Nodule	NODULE|Nodule|Nodule (morphologic abnormality)|Nodule, NOS|Nodules|nodule|nodules	NCI2016_02D:A small lump, swelling or collection of tissue.|NCI2016_CDISC_1602D:A small lump, swelling or collection of tissue. (NCI)|NCI2016_NCI-GLOSS_1602D:A growth or lump that may be malignant (cancer) or benign (not cancer).|SNOMEDCT_US_2016_09_01:A 1 to 5 cm firm lesion raised above the surface of the surrounding skin; differs from a papule only in size|	OMIM2016_04_17:MTHU017849|SNOMEDCT_US_2016_09_01:27925004|CSSO:CSSO_000175
C0000731	Abdomen distention	ABDOMEN DISTENSION|ABDOMEN DISTENTION|ABDOMEN SWELLING|ABDOMINAL DISTENSION|ABDOMINAL DISTENTION|Abdomen Distention|Abdomen distended|Abdominal Bloating|Abdominal Distention|Abdominal distension|Abdominal distension (finding)|Abdominal distention|Abdominal swelling|Abdominal swelling (disorder)|Abdominal swelling, NOS|Change in abdominal size/distension|Distended abdomen|Distension;abdomen|SWELLING ABDOMEN|SWOLLEN ABDOMEN|Swelling abd|Swelling abdomen|Swelling of abdomen|Swollen abdomen|Swollen abdomen (finding)|Swollen;abdomen|[D]Abdominal swelling|[D]Abdominal swelling (context-dependent category)|[D]Abdominal swelling (situation)|abdomen distended|abdomen; swelling|abdominal distension|abdominal distention|abdominal distention (physical finding)|abdominal swelling|abdominal swelling (symptom)|abdominal swellings|distended abdomen|intra-abdominal; swelling|swelling of abdomen|swelling; abdomen|swelling; intra-abdominal|swollen abdomen	HPO2016_07_04:Distention of the abdomen. [HPO:probinson]|NCI2016_02D:Swelling of the abdomen resulting from excessive food intake, malnutrition, liver disease, primary abdominal tumors, and tumors metastatic to the abdominal cavity.|NCI2016_CTCAE_1602D:A disorder characterized by swelling of the abdomen.|NCI2016_NICHD_1602D:Protrusion of the abdomen.|	HPO2016_07_04:HP:0003270|OMIM2016_04_17:MTHU005319|OMIM2016_04_17:MTHU011872|SNOMEDCT_US_2016_09_01:158434004|SNOMEDCT_US_2016_09_01:207238007|SNOMEDCT_US_2016_09_01:226284003|SNOMEDCT_US_2016_09_01:41931001|SNOMEDCT_US_2016_09_01:60728008|SNOMEDCT_US_2016_09_01:84454003|SO:SYMP_0000002|SO:SYMP_0000478|CSSO:CSSO_000247
C0152200	Achromatism	Achromatism|Achromatopsia|Achromatopsia (disorder)|Blindness color total|Blindness colour total|Complete achromatopsia|Complete color blindness|Complete colour blindness|Monochromacy|Monochromatism|Total color blindness|Total colour blindness|achromatism|achromatopsia|achromatopsia (diagnosis)|achromatopsia (physical finding)|monochromatism	HPO2016_07_04:Complete color blindness, a complete inability to distinguish colors. Affected persons cannot perceive colors, but only shades of gray. [DDD:gblack]|MSH2017_2016_08_12:Severely deficient color perception, typically with monochromacy and reduced visual acuity. The atypical form can include normal visual acuity with pseudomonochromacy.|NCI2016_02D:An autosomal recessive genetic disorder affecting the cone cells of the eye. It may be complete, in which the individual can only perceive black, white, or shades or gray, or incomplete, in which the individual has a residual amount of color vision.|	HPO2016_07_04:HP:0007803|ICD10CM_2017:H53.51|ICD9CM_2014:368.54|MSH2017_2016_08_12:D003117|OMIM2016_04_17:MTHU013744|SNOMEDCT_US_2016_09_01:56852002
C0858857	Awaking excitability	Awaking excitability		
C2128312	Unable to straighten left index fingertip	unable to straighten left index fingertip|unable to straighten left index fingertip (symptom)|unable to straighten the left index fingertip		
C2128257	Left shoulder can be dislocated voluntarily	left shoulder can be dislocated voluntarily|left shoulder can be dislocated voluntarily (symptom)|the left shoulder can be dislocated voluntarily		
C2073351	Chest pain relieved by analgesics	chest pain relieved by analgesics|chest pain relieved by analgesics (symptom)		
C2233534	Feeding tube problems	feeding tube problems|feeding tube problems (symptom)		
C2233395	Skin rash of left lower inner breast	skin rash of left lower inner breast|skin rash of left lower inner breast (symptom)		
C1397229	Febricula	Febricula|febricula		
C0857233	Unable to focus	Unable to focus|unable to focus		
C2140579	Left ear feels pressured	left ear feels pressured|left ear feels pressured (symptom)		
C2127368	Redness under lateral aspect of right lower eyelid	redness under lateral aspect of right lower eyelid|redness under lateral aspect of right lower eyelid (symptom)|redness under outer lower eyelid OD|redness under outer lower eyelid right|redness under right outer lower eyelid		
C2219821	Bone pain in left upper arm	bone pain in left upper arm|bone pain in left upper arm (symptom)|left arm bone pain		
C0278225	Rosenbach sign	Rosenbach sign|Rosenbach's sign|Rosenbach's sign (finding)		SNOMEDCT_US_2016_09_01:89871005
C2108952	Unrelenting joint pain in ring finger of left hand	unrelenting joint pain in ring finger of left hand|unrelenting joint pain in ring finger of left hand (symptom)|unrelenting left ring finger joint pain		
C2129651	Loss of hair from lower limbs	loss of hair from lower limbs|loss of hair from lower limbs (symptom)|loss of hair from the lower limbs		
C2017013	Anterior left shoulder soft tissue pain	anterior left shoulder soft tissue pain|soft tissue pain of anterior aspect of left shoulder|soft tissue pain of anterior aspect of left shoulder (symptom)		
C1963077	Bone pain adverse event	Bone Pain Adverse Event|Bone pain		CSSO:CSSO_000078
C2232133	Skin crust on dorsal surface of little finger of left hand	skin crust on dorsal surface of little finger of left hand|skin crust on dorsal surface of little finger of left hand (symptom)		
C2220064	Bone pain in left clavicle	bone pain in left clavicle|bone pain in left clavicle (symptom)|bone pain in the left clavicle|left clavicular pain		
C2921781	Rectal pain accompanied by discharge of pus seems related to menstrual cycle	rectal pain accompanied by discharge of pus seems related to menstrual cycle|rectal pain accompanied by discharge of pus seems related to menstrual cycle (symptom)		
C0497274	Joint symptom	Complaint(s);joint(s)|Joint symptom/complaint nos|Sympt/complaint;joint(s)|Symptom multiple/unspecified joints|joint symptom|joints symptoms|symptom or complaint of the joints		SO:SYMP_0000312|CSSO:CSSO_000029
C0234841	Velar fricative	Velar fricative|Velar fricative (function)|Velar fricative, function|Velar fricative, function (observable entity)		SNOMEDCT_US_2016_09_01:112225003
C2203305	Worsening peripheral vision in right eye	worsening peripheral vision in right eye|worsening peripheral vision in right eye (symptom)|worsening peripheral vision in the right eye|worsening peripheral vision right		
C2219645	Blockage of nasal passage changes with seasons	blockage of nasal passage changes with seasons|blockage of nasal passage changes with seasons (symptom)|nasal passage blockage changes with the seasons		
